ASV	Multi_taxID_entry	USED
ASV_10010	1695222, 71861, 1652117, 1655529, 143670, 1918384, 1691973, 1239451, 631048, 160611, 858356, 284798;284799;284802, 284797	FALSE
ASV_10151	2812485, 412153;424481	FALSE
ASV_10189	2859470, 2859464, 2859601, 2859615, 2758163, 507532, 2609230;2609422;2609423;2609424;2609425, 2609221;2609223;2609226;2609227;2609420;2609421, 2609225	FALSE
ASV_10257	1390100, 2841609, 316192;316193	FALSE
ASV_10331	2015894, 2015897, 1521551, 1922289, 1922288, 1922287, 1922287;1922290, 316203, 645386, 168745, 2841618, 2841610, 338254, 168756, 168779, 2747905, 168763, 316230, 316229, 316226, 316224, 316191, 316218, 316216, 316215, 645353, 316178;316206;2721093	FALSE
ASV_10395	1906467, 1906466, 1906494, 1825719, 642806, 1825717, 13268;1345011, 395966, 395968, 395967, 13268, 114422	FALSE
ASV_1046	1521551, 1922289, 1922288, 1922287, 1922287;1922290, 2841618, 2841610, 338254, 168779, 316229, 645353	FALSE
ASV_10470	143672, 262969;262970	FALSE
ASV_10515	2984355;2984366, 427755	FALSE
ASV_10593	1905723, 1905723;2315413, 3019568, 2968077, 2902008	FALSE
ASV_1070	1905723, 1905723;2315413, 89963, 2968077, 1918384, 262427, 107757	FALSE
ASV_10768	39450, 260685, 1905723, 1905723;2315413, 2364126, 2303287, 1655534, 2968077, 2820087, 1290334, 257771, 1614641, 257771;260685, 237470	FALSE
ASV_10817	1905723, 1905723;2315413, 89963, 2968077, 1918384, 262427, 107757	FALSE
ASV_10839	39450, 260685, 1905723, 1905723;2315413, 2364126, 2303287, 1655534, 2968077, 2820087, 1290334, 257771, 1614641, 257771;260685, 237470	FALSE
ASV_10912	1486434, 1486432;1486433, 1486436, 47934, 2575364	FALSE
ASV_10963	39450, 260685, 1905723, 1905723;2315413, 2364126, 2303287, 1655534, 2968077, 2820087, 1290334, 1918384, 257771, 1614641, 257771;260685, 237470	FALSE
ASV_1102	265540, 265540;1234815, 2302224	FALSE
ASV_11050	1766654;1884248	TRUE
ASV_11184	1169001, 1050084, 1169003;1967941, 1169003, 1169000	FALSE
ASV_11300	1010556, 1010533, 1010473;1010490;1010542	FALSE
ASV_11304	1905723, 1905723;2315413, 89963, 2968077, 1918384, 262427, 107757	FALSE
ASV_11317	301232;1606642	TRUE
ASV_11359	1191119;1285930, 1127213, 1128107	FALSE
ASV_1136	1905723, 1905723;2315413, 407301, 89963, 1886619, 2968077, 298604, 1918384, 387435, 200894, 60595	FALSE
ASV_11555	1390100, 2841609, 316192;316193	FALSE
ASV_11625	260685, 1905723, 1905723;2315413, 2364126, 2303287, 2968077, 1290334, 257771, 257771;260685	FALSE
ASV_1167	1010556, 1010533, 1010473;1010490;1010542	FALSE
ASV_11689	1695222, 71861, 1652117, 1655529, 143670, 1918384, 1691973, 1239451, 631048, 160611, 858356, 284798;284799;284802, 284797	FALSE
ASV_11691	2812485, 412153;424481	FALSE
ASV_1172	1794712, 1320744, 1320742, 1332104, 1320734, 1320732, 707737, 1320720, 1320671, 1332097, 1320670, 1320669, 1320703;1332095, 1320701, 1320699, 1320681, 1320667, 1320665, 1332091, 1320666;1320689;1320695;1320736, 707724;1081868;1320672, 545789, 1332182;1332183, 303480, 1317690;1320728;1332178, 398667;1081871, 329963, 707699, 707700, 706644, 398667, 706658, 1529414, 329963;1529421, 1529435, 1529415, 706643, 228679, 1320712, 73431, 1332093	FALSE
ASV_11744	1905833, 3075301, 236787, 1606603, 1606602, 236787;1411684, 2811676	FALSE
ASV_11747	1905723, 1905723;2315413, 2968077, 60595	FALSE
ASV_11778	156133, 284976;284978;284979;284980;284981;284982	FALSE
ASV_11857	154979, 428606, 306437, 306440, 306440;306441, 1495082	FALSE
ASV_11911	1606541, 1411661, 722754;1714387	FALSE
ASV_1194	48142, 290144, 673885, 102976, 150493, 290141;2060205, 290140, 209422, 290137, 6819, 290143, 290139	FALSE
ASV_11977	1010556, 1010533, 1010473;1010490;1010542	FALSE
ASV_1213	1606541, 1411661, 722754;1714387	FALSE
ASV_12296	51729, 225538;225539	FALSE
ASV_12507	48142, 290144, 673885, 102976, 150493, 290141;2060205, 290140, 209422, 290137, 6819, 290143, 290139	FALSE
ASV_12608	1390100, 2841609, 316192;316193	FALSE
ASV_12630	2015894, 2015897, 1521551, 1922289, 1922288, 1922287, 1922287;1922290, 316203, 645386, 168745, 2841618, 2841610, 338254, 168756, 168779, 2747905, 168763, 316230, 316229, 316226, 316224, 316191, 316218, 316216, 316215, 645353, 316178;316206;2721093	FALSE
ASV_12667	2099346, 2099345, 2099340, 497498, 497498;2099340	FALSE
ASV_12736	1905723, 1905723;2315413, 89963, 2968077, 1918384, 262427, 107757	FALSE
ASV_1277	1937694;2962706, 1937694, 2962706	FALSE
ASV_12833	260685, 2364126, 2303287, 1290334, 257771, 257771;260685	FALSE
ASV_12884	47934, 2575364, 584866, 146760, 150622, 1050096, 1050095, 1050094, 2739031, 2739030;2739031, 566470, 584795, 566471, 566467, 481301, 120300, 150597, 150623	FALSE
ASV_12903	260685, 2364126, 2303287, 1641413, 1641414, 3019568, 1290334, 1918384, 2812033, 257771, 1124241, 257771;260685	FALSE
ASV_12912	39450, 260685, 1905723, 1905723;2315413, 2364126, 2303287, 1655534, 2968077, 2820087, 1290334, 1918384, 257771, 1614641, 257771;260685, 237470	FALSE
ASV_130	1695222, 71861, 1652117, 1655529, 143670, 1691973, 1239451, 631048, 160611, 858356, 284798;284799;284802	FALSE
